Id,Category
505,6
506,6
507,8
508,10
509,10
510,2
511,6
512,9
513,4
514,0
515,2
516,9
517,9
518,5
519,0
520,4
521,3
522,7
523,9
524,2
525,2
526,6
527,9
528,6
529,0
530,4
531,1
532,4
533,9
534,7
535,10
536,1
537,0
538,8
539,7
540,2
541,1
542,3
543,8
544,9
545,8
546,0
547,5
548,3
549,5
550,9
551,5
552,0
553,7
554,4
555,9
556,0
557,5
558,9
559,5
560,7
561,1
562,5
563,8
564,5
565,4
566,5
567,2
568,5
569,3
570,0
571,5
572,4
573,5
574,2
575,4
576,8
577,0
578,4
579,1
580,9
581,2
582,9
583,9
584,1
585,6
586,2
587,4
588,6
589,5
590,4
591,4
592,4
593,5
594,1
595,9
596,0
597,2
598,4
599,4
600,5
601,10
602,0
603,6
604,3
605,9
606,6
607,5
608,3
609,1
610,5
611,6
612,4
613,3
614,9
615,10
616,8
617,9
618,0
619,9
620,7
621,3
622,4
623,3
624,0
625,3
626,3
627,8
628,1
629,6
630,3
631,3
632,2
633,2
634,9
635,8
636,9
637,1
638,5
639,0
640,7
641,0
642,1
643,4
644,6
645,3
646,7
647,5
648,6
649,3
650,7
651,10
652,0
653,5
654,1
655,5
656,5
657,5
658,4
659,9
660,4
661,6
662,0
663,9
664,9
665,3
666,7
667,4
668,6
669,0
670,7
671,9
672,2
673,0
674,5
675,0
676,3
677,5
678,5
679,1
680,2
681,3
682,9
683,5
684,4
685,7
686,0
687,0
688,10
689,6
690,5
691,9
692,4
693,5
694,4
695,8
696,6
697,8
698,0
699,9
700,0
701,3
702,10
703,0
704,5
705,10
706,8
707,0
708,5
709,9
710,5
711,8
712,6
713,9
714,0
715,4
716,4
717,5
718,4
719,9
720,10
721,6
722,4
723,10
724,9
725,4
726,5
727,3
728,2
729,1
730,10
731,3
732,8
733,5
734,0
735,1
736,3
737,7
738,1
739,7
740,3
741,7
742,3
743,3
744,7
745,4
746,10
747,2
748,6
749,8
750,4
751,1
752,4
753,5
754,8
755,0
756,7
757,0
758,9
759,3
760,2
761,8
762,0
763,7
764,1
765,3
766,8
767,9
768,5
769,10
770,2
771,4
772,5
773,5
774,5
775,4
776,3
777,5
778,5
779,4
780,9
781,9
782,4
783,9
784,6
785,8
786,9
787,0
788,3
789,8
790,2
791,8
792,7
793,9
794,7
795,9
796,9
797,2
798,0
799,2
800,4
801,1
802,0
803,8
804,7
805,3
806,10
807,8
808,10
809,0
810,4
811,9
812,0
813,9
814,7
815,4
816,6
817,9
818,0
819,2
820,8
821,8
822,9
823,10
824,3
825,3
826,4
827,4
828,9
829,0
830,3
831,0
832,8
833,0
834,1
835,7
836,5
837,0
838,3
839,3
840,5
841,10
842,5
843,0
844,8
845,2
846,3
847,4
848,0
849,8
850,3
851,1
852,0
853,3
854,10
855,10
856,10
857,10
858,0
859,2
860,1
861,0
862,0
863,9
864,1
865,2
866,2
867,10
868,8
869,9
870,0
871,0
872,5
873,6
874,9
875,3
876,8
877,8
878,5
879,10
880,5
881,1
882,9
883,6
884,4
885,9
886,0
887,4
888,5
889,4
890,6
891,1
892,5
893,4
894,0
895,0
896,3
897,5
898,4
899,9
900,6
901,10
902,4
903,4
904,5
905,4
906,7
907,5
908,9
909,0
910,10
911,8
912,4
913,2
914,4
915,3
916,0
917,3
918,9
919,7
920,9
921,0
922,1
923,9
924,9
925,2
926,2
927,4
928,4
929,9
930,9
931,5
932,9
933,0
934,0
935,0
936,1
937,2
938,8
939,1
940,9
941,4
942,3
943,10
944,0
945,10
946,7
947,0
948,6
949,1
950,7
951,4
952,9
953,9
954,1
955,1
956,6
957,7
958,2
959,6
960,1
961,4
962,7
963,10
964,5
965,7
966,6
967,5
968,2
969,4
970,10
971,4
972,1
973,5
974,3
975,2
976,7
977,5
978,9
979,0
980,0
981,6
982,0
983,9
984,0
985,1
986,10
987,2
988,10
989,9
990,5
991,7
992,8
993,6
994,9
995,8
996,0
997,2
998,9
999,4
1000,9
1001,2
1002,10
1003,7
1004,2
1005,7
1006,3
1007,1
1008,0
1009,0
1010,5
1011,0
1012,6
1013,5
1014,0
1015,10
1016,4
1017,5
1018,8
1019,9
1020,8
1021,9
1022,5
1023,4
1024,9
1025,2
1026,10
1027,0
1028,4
1029,5
1030,10
1031,4
1032,7
1033,3
1034,9
1035,10
1036,8
1037,5
1038,5
1039,8
1040,9
1041,8
1042,9
1043,6
1044,0
1045,9
1046,2
1047,5
1048,5
1049,9
1050,8
1051,3
1052,9
1053,5
1054,8
1055,6
1056,0
1057,5
1058,3
1059,9
1060,10
1061,10
1062,5
1063,10
1064,9
1065,5
1066,0
1067,10
1068,9
1069,9
1070,9
1071,6
1072,3
1073,9
1074,10
1075,4
1076,0
1077,5
1078,5
1079,10
1080,9
1081,5
1082,0
1083,9
1084,4
1085,3
1086,10
1087,5
1088,7
1089,0
1090,1
1091,10
1092,1
1093,7
1094,8
1095,1
1096,10
1097,2
1098,9
1099,6
1100,8
1101,1
1102,2
1103,4
1104,6
1105,2
1106,9
1107,10
1108,8
1109,9
1110,0
1111,9
1112,2
1113,5
1114,0
1115,3
1116,9
1117,5
1118,5
1119,5
1120,7
1121,2
1122,7
1123,0
1124,1
1125,9
1126,6
1127,3
1128,8
1129,4
1130,9
1131,4
1132,1
1133,0
1134,4
1135,9
1136,0
1137,9
1138,0
1139,0
1140,10
1141,3
1142,9
1143,5
1144,8
1145,10
1146,0
1147,10
1148,3
1149,10
1150,4
1151,4
1152,0
1153,9
1154,2
1155,9
1156,5
1157,7
1158,4
1159,3
1160,9
1161,8
1162,1
1163,9
1164,0
1165,2
1166,0
1167,5
1168,0
1169,6
1170,7
1171,9
1172,7
1173,2
1174,8
1175,0
1176,10
1177,1
1178,4
1179,3
1180,1
1181,6
1182,3
1183,6
1184,1
1185,6
1186,6
1187,4
1188,2
1189,9
1190,7
1191,7
1192,8
1193,6
1194,10
1195,3
1196,0
1197,5
1198,4
1199,9
1200,5
1201,0
1202,9
1203,3
1204,8
1205,5
1206,8
1207,9
1208,9
1209,3
1210,9
1211,10
1212,2
1213,10
1214,2
1215,8
1216,10
1217,10
1218,0
1219,9
1220,6
1221,10
1222,0
1223,1
1224,6
1225,6
1226,1
1227,6
1228,1
1229,4
1230,2
1231,4
1232,10
1233,5
1234,2
1235,8
1236,4
1237,0
1238,2
1239,9
1240,0
1241,5
1242,5
1243,9
1244,9
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,9
1252,10
1253,5
1254,8
1255,7
1256,4
1257,10
1258,8
1259,1
1260,0
1261,9
1262,8
1263,0
1264,4
1265,9
1266,5
1267,10
1268,8
1269,8
1270,2
1271,4
1272,2
1273,7
1274,1
1275,3
1276,4
1277,0
1278,3
1279,1
1280,2
1281,2
1282,9
1283,5
1284,7
1285,4
1286,1
1287,9
1288,10
1289,9
1290,8
1291,8
1292,6
1293,5
1294,4
1295,0
1296,2
1297,0
1298,9
1299,0
1300,9
1301,9
1302,5
1303,0
1304,0
1305,1
1306,2
1307,9
1308,1
1309,0
1310,3
1311,3
1312,6
1313,9
1314,10
1315,3
1316,4
1317,6
1318,5
1319,10
1320,1
1321,7
1322,3
1323,9
1324,4
1325,2
1326,2
1327,4
1328,4
1329,1
1330,10
1331,4
1332,0
1333,0
1334,5
1335,4
1336,10
1337,1
1338,0
1339,1
1340,5
1341,1
1342,4
1343,8
1344,1
1345,7
1346,3
1347,7
1348,0
1349,3
1350,8
1351,5
1352,8
1353,1
1354,8
1355,7
1356,5
1357,6
1358,0
1359,9
1360,7
1361,9
1362,5
1363,5
1364,7
1365,7
1366,6
1367,4
1368,0
1369,9
1370,8
1371,9
1372,2
1373,3
1374,9
1375,4
1376,7
1377,9
1378,4
1379,8
1380,4
1381,3
1382,8
1383,3
1384,5
1385,4
1386,4
1387,8
1388,9
1389,1
1390,10
1391,7
1392,2
1393,5
1394,2
1395,2
1396,10
1397,2
1398,0
1399,9
1400,1
1401,9
1402,9
1403,5
1404,9
1405,4
1406,0
1407,6
1408,9
1409,2
1410,0
1411,4
1412,6
1413,8
1414,1
1415,2
1416,8
1417,0
1418,2
1419,0
1420,10
1421,7
1422,3
1423,0
1424,10
1425,2
1426,0
1427,0
1428,2
1429,1
1430,9
1431,7
1432,8
1433,5
1434,8
1435,6
1436,5
1437,10
1438,5
1439,5
1440,6
1441,3
1442,1
1443,10
1444,10
1445,9
1446,1
1447,10
1448,0
1449,0
1450,3
1451,4
1452,8
1453,9
1454,3
1455,0
1456,9
1457,3
1458,4
1459,0
1460,2
1461,0
1462,2
1463,5
1464,4
1465,5
1466,9
1467,9
1468,1
1469,2
1470,1
1471,7
1472,0
1473,2
1474,0
1475,4
1476,9
1477,0
1478,4
1479,6
1480,9
1481,5
1482,9
1483,0
1484,4
1485,2
1486,4
1487,3
1488,8
1489,0
1490,3
1491,3
1492,8
1493,5
1494,10
1495,9
1496,9
1497,0
1498,4
1499,10
1500,4
1501,7
1502,8
1503,9
1504,9
1505,2
1506,6
1507,7
1508,8
1509,2
1510,4
1511,10
1512,3
1513,0
1514,5
1515,9
1516,10
1517,5
1518,5
1519,1
1520,5
1521,0
1522,7
1523,0
1524,9
1525,5
1526,0
1527,4
1528,0
1529,4
1530,10
1531,2
1532,0
1533,3
1534,0
1535,4
1536,3
1537,5
1538,7
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,7
1546,9
1547,2
1548,10
1549,4
1550,2
1551,4
1552,6
1553,2
1554,5
1555,1
1556,8
1557,0
1558,10
1559,9
1560,0
1561,8
1562,3
1563,9
1564,7
1565,6
1566,9
1567,7
1568,9
1569,5
1570,3
1571,5
1572,10
1573,3
1574,10
1575,4
1576,2
1577,9
1578,2
1579,7
1580,9
1581,6
1582,8
1583,3
1584,8
1585,0
1586,4
1587,6
1588,5
1589,0
1590,4
1591,10
1592,9
1593,10
1594,8
1595,4
1596,5
1597,7
1598,3
1599,10
1600,9
1601,4
1602,5
1603,9
1604,8
1605,8
1606,0
1607,8
1608,7
1609,6
1610,4
1611,0
1612,9
1613,9
1614,6
1615,7
1616,4
1617,2
1618,3
1619,2
1620,0
1621,0
1622,2
1623,1
1624,2
1625,1
1626,4
1627,2
1628,9
1629,1
1630,5
1631,8
1632,5
1633,3
1634,8
1635,3
1636,3
1637,3
1638,5
1639,1
1640,5
1641,0
1642,5
1643,0
1644,4
1645,2
1646,2
1647,8
1648,1
1649,0
1650,7
1651,10
1652,3
1653,7
1654,9
1655,3
1656,1
1657,3
1658,5
1659,4
1660,4
1661,3
1662,1
1663,5
1664,5
1665,7
1666,8
1667,4
1668,1
1669,4
1670,9
1671,6
1672,7
1673,5
1674,9
1675,0
1676,5
1677,4
1678,5
1679,3
1680,0
1681,5
1682,4
1683,3
1684,5
1685,5
1686,8
1687,3
1688,8
1689,1
1690,5
1691,2
1692,5
1693,9
1694,5
1695,9
1696,1
1697,5
1698,9
1699,5
1700,5
1701,9
1702,8
1703,4
1704,4
1705,8
1706,7
1707,10
1708,0
1709,6
1710,3
1711,10
1712,5
1713,3
1714,2
1715,9
1716,2
1717,5
1718,9
1719,5
1720,9
1721,0
1722,4
1723,0
1724,9
1725,9
1726,0
1727,8
1728,0
1729,3
1730,9
1731,3
1732,9
1733,5
1734,0
1735,6
1736,0
1737,6
1738,3
1739,8
1740,5
1741,0
1742,9
1743,9
1744,3
1745,0
1746,7
1747,4
1748,9
1749,9
1750,0
1751,4
1752,3
1753,6
1754,3
1755,5
1756,3
1757,0
1758,5
1759,1
1760,3
1761,4
1762,9
1763,6
1764,2
1765,9
1766,3
1767,5
1768,5
1769,5
1770,5
1771,10
1772,10
1773,7
1774,7
1775,5
1776,4
1777,9
1778,3
1779,0
1780,3
1781,7
1782,5
1783,9
1784,9
1785,6
1786,0
1787,8
1788,4
1789,9
1790,8
1791,0
1792,9
1793,3
1794,6
1795,1
1796,5
1797,5
1798,0
1799,1
1800,1
1801,4
1802,0
1803,8
1804,6
1805,0
1806,9
1807,5
1808,9
1809,4
1810,6
1811,4
1812,5
1813,1
1814,10
1815,2
1816,6
1817,0
1818,8
1819,1
1820,9
1821,10
1822,9
1823,0
1824,1
1825,1
1826,1
1827,9
1828,9
1829,5
1830,8
1831,2
1832,6
1833,10
1834,6
1835,1
1836,3
1837,9
1838,6
1839,2
1840,4
1841,3
1842,0
1843,8
1844,5
1845,5
1846,5
1847,9
1848,1
1849,8
1850,5
1851,5
1852,4
1853,4
1854,7
1855,1
1856,6
1857,4
1858,1
1859,6
1860,9
1861,2
1862,0
1863,5
1864,7
1865,0
1866,0
1867,2
1868,1
1869,0
1870,1
1871,5
1872,0
1873,8
1874,0
1875,9
1876,8
1877,6
1878,4
1879,6
1880,3
1881,2
1882,5
1883,3
1884,4
1885,0
1886,9
1887,8
1888,5
1889,2
1890,4
1891,2
1892,4
1893,7
1894,3
1895,7
1896,0
1897,5
1898,0
1899,0
1900,0
1901,3
1902,3
1903,0
1904,8
1905,2
1906,3
1907,5
1908,1
1909,7
1910,10
1911,3
1912,3
1913,2
1914,9
1915,9
1916,7
1917,1
1918,8
1919,3
1920,8
1921,10
1922,10
1923,0
1924,4
1925,5
1926,5
1927,0
1928,8
1929,3
1930,5
1931,8
1932,0
1933,7
1934,5
1935,8
1936,10
1937,0
1938,0
1939,2
1940,7
1941,4
1942,0
1943,9
1944,6
1945,9
1946,5
1947,5
1948,10
1949,5
1950,9
1951,5
1952,10
1953,6
1954,8
1955,1
1956,1
1957,3
1958,9
1959,5
1960,9
1961,10
1962,3
1963,8
1964,2
1965,10
1966,5
1967,8
1968,7
1969,5
1970,7
1971,4
1972,0
1973,9
1974,0
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,1
1984,7
1985,2
1986,4
1987,5
1988,9
1989,4
1990,2
1991,3
1992,5
1993,6
1994,7
1995,10
1996,8
1997,0
1998,0
1999,7
2000,5
2001,5
2002,5
2003,8
2004,7
2005,7
2006,0
2007,9
2008,2
2009,3
2010,1
2011,9
2012,7
2013,6
2014,6
2015,2
2016,7
2017,0
2018,9
2019,8
2020,6
2021,0
2022,0
2023,9
2024,0
2025,2
2026,4
2027,0
2028,4
2029,7
2030,4
2031,8
2032,10
2033,4
2034,0
2035,8
2036,5
2037,6
2038,5
2039,0
2040,3
2041,0
2042,5
2043,7
2044,0
2045,5
2046,5
2047,3
2048,2
2049,9
2050,6
2051,3
2052,7
2053,7
2054,7
2055,0
2056,6
2057,5
2058,2
2059,9
2060,4
2061,4
2062,10
2063,0
2064,10
2065,0
2066,5
2067,4
2068,0
2069,3
2070,1
2071,0
2072,5
2073,9
2074,0
2075,4
2076,8
2077,6
2078,7
2079,6
2080,1
2081,2
2082,9
2083,2
2084,9
2085,5
2086,9
2087,0
2088,7
2089,7
2090,4
2091,1
2092,0
2093,3
2094,5
2095,8
2096,0
2097,5
2098,7
2099,5
2100,2
2101,2
2102,0
2103,5
2104,2
2105,8
2106,2
2107,3
2108,3
2109,5
2110,5
2111,9
2112,9
2113,7
2114,1
2115,8
2116,4
2117,5
2118,10
2119,8
2120,9
2121,0
2122,9
2123,8
2124,5
2125,9
2126,9
2127,4
2128,7
2129,10
2130,6
2131,1
2132,9
2133,10
2134,0
2135,5
2136,4
2137,6
2138,6
2139,1
2140,2
2141,0
2142,4
2143,0
2144,6
2145,4
2146,0
2147,7
2148,4
2149,8
2150,1
2151,9
2152,8
2153,6
2154,2
2155,6
2156,8
2157,3
2158,5
2159,5
2160,3
2161,0
2162,3
2163,3
2164,10
2165,6
2166,4
2167,10
2168,6
2169,4
2170,5
2171,7
2172,9
2173,4
2174,0
2175,3
2176,5
2177,6
2178,7
2179,4
2180,4
2181,9
2182,9
2183,6
2184,9
2185,9
2186,7
2187,3
2188,4
2189,4
2190,0
2191,9
2192,5
2193,2
2194,2
2195,2
2196,9
2197,0
2198,4
2199,5
2200,3
2201,2
2202,4
2203,5
2204,1
2205,9
2206,4
2207,5
2208,4
2209,5
2210,6
2211,8
2212,0
2213,4
2214,2
2215,5
2216,8
2217,6
2218,3
2219,9
2220,8
2221,3
2222,6
2223,1
2224,2
2225,9
2226,2
2227,2
2228,3
2229,9
2230,0
2231,0
2232,6
2233,8
2234,6
2235,6
2236,10
2237,2
2238,0
2239,0
2240,1
2241,1
2242,0
2243,0
2244,9
2245,9
2246,9
2247,2
2248,2
2249,10
2250,5
2251,4
2252,0
2253,6
2254,8
2255,10
2256,1
2257,4
2258,0
2259,3
2260,0
2261,7
2262,0
2263,0
2264,10
2265,1
2266,10
2267,7
2268,6
2269,2
2270,8
2271,9
2272,2
2273,7
2274,8
2275,9
2276,0
2277,8
2278,4
2279,8
2280,0
2281,9
2282,3
2283,3
2284,4
2285,9
2286,8
2287,5
2288,9
2289,8
2290,2
2291,0
2292,10
2293,0
2294,0
2295,2
2296,7
2297,0
2298,6
2299,8
2300,4
2301,9
2302,4
2303,6
2304,3
2305,9
2306,3
2307,10
2308,5
2309,1
2310,5
2311,0
2312,5
2313,0
2314,9
2315,4
2316,9
2317,4
2318,9
2319,9
2320,2
2321,5
2322,9
2323,9
2324,9
2325,1
2326,2
2327,5
2328,5
2329,6
2330,3
2331,4
2332,4
2333,6
2334,4
2335,6
2336,4
2337,9
2338,3
2339,3
2340,10
2341,6
2342,2
2343,9
2344,5
2345,8
2346,8
2347,8
2348,5
2349,3
2350,8
2351,6
2352,6
2353,7
2354,4
2355,3
2356,4
2357,6
2358,5
2359,0
2360,1
2361,7
2362,1
2363,2
2364,0
2365,6
2366,4
2367,4
2368,7
2369,3
2370,2
2371,6
2372,5
2373,8
2374,5
2375,1
2376,3
2377,8
2378,3
2379,5
2380,9
2381,6
2382,9
2383,4
2384,5
2385,4
2386,4
2387,4
2388,3
2389,0
2390,4
2391,10
2392,4
2393,3
2394,5
2395,5
2396,3
2397,9
2398,7
2399,3
2400,5
2401,3
2402,9
2403,2
2404,0
2405,10
2406,9
2407,8
2408,6
2409,2
2410,5
2411,1
2412,8
2413,9
2414,8
2415,1
2416,8
2417,3
2418,0
2419,5
2420,5
2421,7
2422,9
2423,5
2424,9
2425,7
2426,10
2427,4
2428,7
2429,6
2430,5
2431,4
2432,8
2433,4
2434,5
2435,4
2436,5
2437,0
2438,9
2439,9
2440,8
2441,9
2442,8
2443,8
2444,4
2445,3
2446,5
2447,8
2448,0
2449,4
2450,6
2451,8
2452,6
2453,7
2454,4
2455,7
2456,0
2457,0
2458,8
2459,1
2460,10
2461,0
2462,0
2463,3
2464,9
2465,0
2466,9
2467,8
2468,1
2469,1
2470,9
2471,6
2472,4
2473,3
2474,8
2475,0
2476,0
2477,5
2478,5
2479,4
2480,7
2481,5
2482,3
2483,2
2484,2
2485,7
2486,8
2487,0
2488,9
2489,6
2490,4
2491,9
2492,5
2493,5
2494,9
2495,5
2496,9
2497,7
2498,4
2499,7
2500,1
2501,8
2502,5
2503,5
2504,5
2505,9
2506,3
2507,4
2508,0
2509,9
2510,8
2511,2
2512,3
2513,4
2514,9
2515,4
2516,0
2517,5
2518,7
2519,1
2520,8
2521,8
2522,8
2523,4
2524,9
2525,8
2526,9
2527,5
2528,0
2529,8
2530,9
2531,6
2532,9
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,0
2540,3
2541,9
2542,9
2543,1
2544,3
2545,9
2546,4
2547,3
2548,9
2549,10
2550,10
2551,9
2552,8
2553,1
2554,0
2555,2
2556,9
2557,1
2558,8
2559,4
2560,5
2561,4
2562,0
2563,0
2564,9
2565,8
2566,7
2567,5
2568,0
2569,5
2570,9
2571,10
2572,3
2573,5
2574,9
2575,9
2576,5
2577,9
2578,10
2579,2
2580,8
2581,3
2582,9
2583,9
2584,7
2585,0
2586,9
2587,0
2588,1
2589,4
2590,6
2591,0
2592,4
2593,5
2594,1
2595,10
2596,5
2597,1
2598,0
2599,8
2600,10
2601,7
2602,0
2603,0
2604,3
2605,9
2606,8
2607,6
2608,0
2609,5
2610,4
2611,4
2612,3
2613,5
2614,5
2615,5
2616,2
2617,6
2618,0
2619,5
2620,5
2621,6
2622,5
2623,9
2624,8
2625,9
2626,9
2627,9
2628,4
2629,1
2630,0
2631,9
2632,0
2633,0
2634,6
2635,6
2636,9
2637,7
2638,2
2639,4
2640,2
2641,5
2642,8
2643,7
2644,8
2645,6
2646,8
2647,0
2648,9
2649,3
2650,4
2651,0
2652,0
2653,1
2654,2
2655,4
2656,0
2657,8
2658,1
2659,9
2660,9
2661,7
2662,6
2663,3
2664,4
2665,8
2666,5
2667,5
2668,9
2669,0
2670,9
2671,3
2672,6
2673,2
2674,6
2675,5
2676,9
2677,7
2678,4
2679,0
2680,4
2681,0
2682,10
2683,8
2684,4
2685,0
2686,7
2687,5
2688,5
2689,2
2690,9
2691,5
2692,3
2693,0
2694,3
2695,9
2696,2
2697,6
2698,4
2699,10
2700,6
2701,9
2702,5
2703,2
2704,4
2705,7
2706,3
2707,9
2708,3
2709,5
2710,1
2711,0
2712,3
2713,4
2714,0
2715,9
2716,8
2717,0
2718,0
2719,9
2720,9
2721,10
2722,5
2723,7
2724,4
2725,0
2726,6
2727,2
2728,3
2729,4
2730,8
2731,4
2732,0
2733,4
2734,9
2735,9
2736,7
2737,10
2738,9
2739,8
2740,0
2741,0
2742,9
2743,9
2744,6
2745,1
2746,8
2747,4
2748,10
2749,1
2750,9
2751,0
2752,5
2753,0
2754,5
2755,0
2756,5
2757,5
2758,9
2759,10
2760,1
2761,4
2762,4
2763,3
2764,4
2765,4
2766,6
2767,4
2768,10
2769,0
2770,6
2771,7
2772,4
2773,8
2774,3
2775,4
2776,5
2777,0
2778,1
2779,0
2780,5
2781,8
2782,9
2783,5
2784,8
2785,4
2786,1
2787,9
2788,6
2789,2
2790,3
2791,6
2792,9
2793,8
2794,4
2795,8
2796,5
2797,9
2798,8
2799,9
2800,6
2801,7
2802,9
2803,0
2804,0
2805,7
2806,10
2807,8
2808,5
2809,0
2810,9
2811,5
2812,8
2813,4
2814,2
2815,6
2816,9
2817,3
2818,0
2819,2
2820,5
2821,5
2822,1
2823,5
2824,9
2825,5
2826,0
2827,4
2828,2
2829,3
2830,5
2831,9
2832,0
2833,0
2834,5
2835,0
2836,4
2837,4
2838,4
2839,5
2840,4
2841,7
2842,5
2843,3
2844,9
2845,8
2846,7
2847,0
2848,5
2849,5
2850,1
2851,6
2852,0
2853,2
2854,7
2855,6
2856,10
2857,10
2858,8
2859,4
2860,9
2861,9
2862,9
2863,0
2864,9
2865,5
2866,10
2867,8
2868,6
2869,5
2870,4
2871,8
2872,3
2873,8
2874,2
2875,3
2876,8
2877,9
2878,0
2879,0
2880,0
2881,2
2882,6
2883,8
2884,6
2885,9
2886,3
2887,2
2888,10
2889,10
2890,9
2891,8
2892,5
2893,0
2894,1
2895,9
2896,9
2897,8
2898,9
2899,9
2900,9
2901,7
2902,8
2903,3
2904,4
2905,0
2906,4
2907,8
2908,0
2909,5
2910,9
2911,7
2912,5
2913,5
2914,9
2915,5
2916,5
2917,7
2918,0
2919,0
2920,2
2921,3
2922,5
2923,1
2924,3
2925,1
2926,0
2927,0
2928,4
2929,0
2930,7
2931,0
2932,8
2933,9
2934,9
2935,8
2936,6
2937,4
2938,0
2939,8
2940,1
2941,4
2942,5
2943,1
2944,5
2945,0
2946,9
2947,4
2948,4
2949,10
2950,3
2951,1
2952,0
2953,4
2954,2
2955,0
2956,1
2957,2
2958,0
2959,5
2960,4
2961,4
2962,9
2963,6
2964,0
2965,6
2966,3
2967,4
2968,9
2969,2
2970,10
2971,0
2972,9
2973,4
2974,5
2975,4
2976,5
2977,4
2978,10
2979,5
2980,8
2981,4
2982,0
2983,8
2984,7
2985,4
2986,0
2987,7
2988,7
2989,9
2990,9
2991,5
2992,5
2993,7
2994,9
2995,9
2996,1
